Номера	2	4	5	3	1	
2	0,0118757771636693	0	0	-0,000497477363358603	-0,0116170889347228	
4	0	0,0816317332656636	-0,0311903713488918	-0,0504413619167718	0	
5	0	-0,0311903713488918	0,0623807426977836	-0,0311903713488918	0	
3	-0,000497477363358603	-0,0504413619167718	-0,0311903713488918	0,0825884205028917	0	
B	Номера	2	4	5	3	1	
2	0,0523690291408096	0	0	-0,0184777306390338	-0,042825709208512	
4	0	0,15242065377854	-0,0642154704241891	-0,0882723833543506	0	
5	0	-0,0642154704241891	0,128349740848378	-0,0642154704241891	0	
3	-0,0184777306390338	-0,0882723833543506	-0,0642154704241891	0,187954751161297	0	
