itteration ;0.Real ;0.Imaginary ;1.Real ;1.Imaginary ;3.Real ;3.Imaginary ;
25 ;225,959291130554 ;-5,71696898708573 ;103,041322457287 ;-12,7406644577621 ;105,315184252106 ;-12,1348576707342 ;
26 ;225,956785989661 ;-5,71600358467164 ;103,038116304781 ;-12,7357930627392 ;105,222055530528 ;-12,5210192049892 ;
27 ;225,898930419705 ;-5,83933037867034 ;102,933701386062 ;-13,1288602363365 ;105,220167728103 ;-12,5188825816801 ;
28 ;225,896767235727 ;-5,83843082990272 ;102,931046275792 ;-13,1245148810476 ;105,147802153506 ;-12,8574036046363 ;
29 ;225,849208241729 ;-5,9471551250264 ;102,849231162202 ;-13,4691975947904 ;105,146218082156 ;-12,8554868923963 ;
30 ;225,847345038452 ;-5,94631990457131 ;102,847045557136 ;-13,465332894281 ;105,091298238562 ;-13,1517822124355 ;
31 ;225,808585658219 ;-6,04203908506496 ;102,784255079291 ;-13,7671239246772 ;105,089975098073 ;-13,1500677470986 ;
32 ;225,806985056981 ;-6,04126605429572 ;102,782468319133 ;-13,7636958878449 ;105,049633221313 ;-13,4089937265949 ;
33 ;225,775719472235 ;-6,12541953453725 ;102,735609547246 ;-14,0275210698123 ;105,048533650262 ;-13,4074641485185 ;
34 ;225,774348274098 ;-6,12470611835621 ;102,734160581182 ;-14,0244877922247 ;105,020297919744 ;-13,6333675180431 ;
35 ;225,749440172976 ;-6,1985882959915 ;102,700565419899 ;-14,2547559182522 ;105,01938939704 ;-13,6320061020494 ;
36 ;225,748268961914 ;-6,19793162343213 ;102,699401638973 ;-14,2520780162816 ;105,001135854876 ;-13,8287702351344 ;
37 ;225,728731994196 ;-6,26270431761102 ;102,676775396543 ;-14,4527280212726 ;105,000390144221 ;-13,8275611079964 ;
38 ;225,727734764514 ;-6,26210133313225 ;102,675851574578 ;-14,4503688720669 ;104,990299735946 ;-13,9986494512776 ;
39 ;225,712714938966 ;-6,3188055802866 ;102,662226985544 ;-14,6249140309552 ;104,989692377724 ;-13,9975777240347 ;
40 ;225,711868748697 ;-6,31825313134276 ;102,661504329597 ;-14,6228398696475 ;104,986212652222 ;-14,1460742299008 ;
41 ;225,700628625589 ;-6,36782026321299 ;102,655200548579 ;-14,7744088815897 ;104,985722503873 ;-14,1451260667552 ;
42 ;225,699913276545 ;-6,36731516861389 ;102,654645855017 ;-14,7725887960399 ;104,987533545696 ;-14,2737725877528 ;
43 ;225,691817812433 ;-6,41057713577819 ;102,65423197204 ;-14,9039637361464 ;104,987142369464 ;-14,2729352286444 ;
44 ;225,691215556768 ;-6,41011623849606 ;102,653816881458 ;-14,9023695903339 ;104,99312656771 ;-14,3841659134223 ;
45 ;225,685719463491 ;-6,44781517056285 ;102,658079539186 ;-15,0160207861868 ;104,992818663271 ;-14,3834276635554 ;
46 ;225,68521473607 ;-6,44739537795269 ;102,657779881936 ;-15,0146270959532 ;105,002033949485 ;-14,4794004502045 ;
47 ;225,681851221639 ;-6,48019239132611 ;102,665694603526 ;-15,1127450387018 ;105,001795828263 ;-14,4787506467071 ;
48 ;225,68143039709 ;-6,47981070517203 ;102,665489827108 ;-15,1115288176346 ;105,013452042499 ;-14,5613759867281 ;
49 ;225,679801162731 ;-6,50829398286655 ;102,676195690825 ;-15,19605325196 ;105,013272140095 ;-14,5608049501631 ;
50 ;225,679452335802 ;-6,5079475212191 ;102,676068360429 ;-15,1949938405712 ;105,026710209855 ;-14,6317719195924 ;
51 ;225,679218710544 ;-6,53263969812625 ;102,688845683925 ;-15,2676401988016 ;105,02657863296 ;-14,6312708960958 ;
52 ;225,678931498251 ;-6,53232571053511 ;102,688781047845 ;-15,2667190865559 ;105,041252274359 ;-14,6920708631566 ;
53 ;225,679806600071 ;-6,55369060303386 ;102,703031771119 ;-15,3290024432185 ;105,041160578598 ;-14,6916319614688 ;
54 ;225,679571964026 ;-6,55340648048702 ;102,703017383332 ;-15,3282030902056 ;105,056620252851 ;-14,743579985299 ;
55 ;225,681313784347 ;-6,57185520225503 ;102,718247864687 ;-15,3814598170563 ;105,05656124821 ;-14,7431961117848 ;
56 ;225,681123871656 ;-6,57159848289819 ;102,718273257599 ;-15,3807674800059 ;105,072440129286 ;-14,787450246506 ;
57 ;225,683529187882 ;-6,58749498992739 ;102,734079221282 ;-15,4261747801617 ;105,072407710004 ;-14,7871150403648 ;
58 ;225,683377189038 ;-6,58726336144299 ;102,734135622342 ;-15,4255763459268 ;105,088409441019 ;-14,8246937146277 ;
59 ;225,686276217492 ;-6,6009294691154 ;102,750189019822 ;-15,4641698407355 ;105,08839843711 ;-14,8244014848194 ;
60 ;225,686156239727 ;-6,60072076848188 ;102,750269106406 ;-15,4636536692019 ;105,104286473531 ;-14,8561991202465 ;
61 ;225,689407948935 ;-6,61244068252037 ;102,766306675272 ;-15,4963432040969 ;105,104292521358 ;-14,8559447851482 ;
62 ;225,689314903597 ;-6,61225289374215 ;102,766404362885 ;-15,4958989816205 ;105,119880878416 ;-14,8827458087224 ;
63 ;225,692802914997 ;-6,6222772952074 ;102,78221768807 ;-15,5234828083183 ;105,119900308022 ;-14,8825248391516 ;
64 ;225,692732417579 ;-6,62210854549876 ;102,782327947515 ;-15,5231014121768 ;105,135045547741 ;-14,9050162352486 ;
65 ;225,696361427586 ;-6,63065826797966 ;102,797754848865 ;-15,5462788948274 ;105,135075284884 ;-14,904824601213 ;
66 ;225,696309709163 ;-6,63050682279723 ;102,797873548567 ;-15,5459522687356 ;105,149669594844 ;-14,9236071391562 ;
67 ;225,700002372912 ;-6,63777615769483 ;102,81279063671 ;-15,5653352515095 ;105,149707075911 ;-14,923441260487 ;
68 ;225,699966201806 ;-6,63764041494019 ;102,81291440687 ;-15,565056291949 ;105,1636723073 ;-14,9390395235682 ;
