Номера	2	32	67	34	37	65	26	71	69	30	28	48	46	55	53	51	62	39	60	58	44	22	6	78	4	15	10	8	80	11	19	74	41	21	3	17	72	59	81	57	54	56	75	66	68	70	73	76	61	79	63	77	64	23	20	18	24	29	27	25	9	7	5	12	16	14	13	45	43	42	47	52	50	49	35	33	31	36	82	40	38	1	
2	0,00116081422826583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,0129440843442389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	0	11,3354331504936	0	-7,20187337074184	0	0	0	0	0	-4,11535621185248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,467477347183058	0	0	0	0	0	0	
67	0	0	7,53626757079797	0	0	0	0	0	-3,15923566878981	0	0	0	0	0	0	0	-4,35070834049449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,659903773218074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	0	-7,20187337074184	0	13,7909673698622	-1,28430246090888	0	0	0	0	0	0	0	0	0	0	0	0	-5,26539278131635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,664016223157484	0	0	-0,323668833124713	0	0	0	0	
37	0	0	0	-1,28430246090888	1,31062602242255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,659903773218074	0	
65	0	0	0	0	0	2,69763318177518	0	0	0	0	0	0	0	0	0	0	-2,67114557463342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,664016223157484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	18,3666770296997	0	0	0	-8,46395628325493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9,8763971849311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,676003120535927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71	0	0	0	0	0	0	0	4,00201980027077	-3,94904458598726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,664016223157484	0	0	0	0	0	0	0	0	0	-0,664016223157484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69	0	0	-3,15923566878981	0	0	0	0	-3,94904458598726	7,12119140453042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,323668833124713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
