0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,54741096052678;-0,173823137065812;0;0;0;0;0;0;0;0;0;0;0;0;;-48,6239075427656;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,75494098978702;0;0;0;0;0;0;0;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,40212715647254;0;0;0;0;0;0;0;0;-0,256601039932446;0;0;;-63,3611675714808;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,58111785272121;0;23,044786433865;0;-6,87499434622175;-0,683309463809663;0;0;0;0;0;0;0;;-1267,46325386258;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-18;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6,87499434622175;0;0;0;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,683309463809663;0;0;0;0;0;0;0;;-7;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57237128051648;-0,0875230963726539;0;0;0;0;0;;-68,7549492227115;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1445,72671067104;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,50229386159119;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1445,63918757467;0;5196,91054434952;-2,82107598277698;0;-4,88296397931298;;-314413,087933146;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,07767702270942;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-60;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,88296397931298;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,070973501357;-3,8254777015665;0;0;0;0;0;0;0;0;0;0;0;0;;-414,572610882124;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8,64791870719664;0;0;0;0;0;0;0;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133,895580235427;0;0;0;0;0;0;0;0;-6,36004006118277;0;0;;-711,45179623599;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,82244100563014;0;26,0770569858392;0;-7,22779010872524;-10,2449935934456;0;0;0;0;0;0;0;;-1424,23813422116;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-4,9;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7,22779010872524;0;0;0;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-10,2449935934456;0;0;0;0;0;0;0;;-1,9;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322,704205673322;-7,9062530389964;0;0;0;0;0;;-1700,19707978494;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7,9062530389964;0;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15,6517456994163;0;0;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,6483744517857;-9,67645854211448;0;-12,6804470837784;;-2681,22665433304;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16,0364986032972;0;0;;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-18,4;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12,6804470837784;;0;

