6615,56435922693;-3174,07274531251;0;0;0;0;0;0;0;0;0;0;0;0;3,52135168866164;0,79782300032113;0;0;0;0;0;0;0;;-7,28023110241338E-07;
-3170,03866554801;4832,95878750956;0;0;0;0;0;52,1948585951155;0;0;0;-1715,11498055667;0;0;-1,05826088539426;1446,58362242483;0;0;0;0;0;0;0;;-1,41566852107644E-06;
0;0;2714,66896666699;0;0;0;0;-1476,03265105019;0;0;-1238,6363156168;0;0;0;0;0;5,17812165090327;0;0;0;0;0,977119823793043;0;;-1,48929757415317E-11;
0;0;0;1435,59293376415;-532,385538739804;-796,296463605278;0;0;-106,910931419066;0;0;0;0;0;0;0;0;-4,58656064364176;-6,8887214074162;0;-0,0247162216793172;0;0;;-1,13686837721616E-12;
0;0;0;-533,528982815853;1764,68027939017;0;-808,063302444214;0;0;-423,087994130106;0;0;0;0;0;0;0;7,54768604729339;0;-2,97562303811019;0;0;0;;-1,93267624126747E-12;
0;0;0;-799,181313392633;0;1548,56597088356;-475,287377883074;0;0;0;0;0;0;-274,09727960785;0;0;0;0;9,45410384369523;-2,54810371697946;0;0;0,373465400231838;;-1,36424205265939E-12;
0;0;0;0;-826,566448261216;-491,101817127447;3120,14579981917;-1077,86233401774;0;0;0;0;-724,615200412762;0;0;0;0;-2,6304013052403;-2,37762584069995;8,27148799909165;0;0;0;;-4,54747350886464E-12;
0;-52,1948585951155;-1510,94707278274;0;0;0;-1120,47096496812;2683,61289634598;0;0;0;0;0;0;0;-1445,63916755607;-4,49598405060441;0;0;-2,17296642157976;0;0;0;;-2,15368345379829E-09;
0;0;0;-105,99813936705;0;0;0;0;105,99813936705;0;0;0;0;0;0;0;0;0;0;0;-0,00547190572548706;0;0;;2,66453525910038E-15;
0;0;0;0;-420,410739563448;0;0;0;0;420,410739563448;0;0;0;0;0;0;0;-0,439971069610128;0;0;0;0;0;;-3,5527136788005E-14;
0;0;-1233,95573019347;0;0;0;0;0;0;0;1233,95573019347;0;0;0;0;0;-0,917141323264933;0;0;0;0;-1,13288736245801;0;;-6,84963197272737E-12;
0;-1714,01296130367;0;0;0;0;0;0;0;0;0;1714,01296130367;0;0;0;-0,316911540673908;0;0;0;0;0;0;0;;-4,07851530326298E-12;
0;0;0;0;0;0;-721,857029952306;0;0;0;0;0;721,857029952306;0;0;0;0;0;0;-0,55656823608191;0;0;0;;-3,97903932025656E-13;
0;0;0;0;0;-272,30817188885;0;0;0;0;0;0;0;272,30817188885;0;0;0;0;-0,285483744928275;0;0;0;-0,429453779867639;;-3,5527136788005E-14;
-784,27774807811;-173,090193431077;0;0;0;0;0;0;0;0;0;0;0;0;29,703416666965;-14,6302236464431;0;0;0;0;0;0;0;;-6,99008933224832E-06;
235,696556038253;-313840,838026354;0;0;0;0;0;313635,935593613;0;0;0;-30,7941232980542;0;0;-14,233249655088;22,2765115094773;0;0;0;0;0;0;0;;-3,67612483387347E-06;
0;0;-610,15468309069;0;0;0;0;620,444610609473;0;0;-10,2899275187834;0;0;0;0;0;23,0382336494238;0;0;0;0;-117,619496954654;0;;-5,22959453519434E-11;
0;0;0;505,685333575439;-834,141183079655;0;338,752623172534;0;0;-10,2967736683178;0;0;0;0;0;0;0;15,967623938087;0;-7,09807574768134;0;0;0;;0;
0;0;0;757,284000563942;0;-1043,46139068788;290,082717866937;0;0;0;0;0;0;-3,90532774299439;0;0;0;0;14,0305176868063;-4,17495238297103;0;0;-26,2118462182421;;0;
0;0;0;0;290,701818143885;262,421569224326;-941,647588201206;393,526258245655;0;0;0;0;-5,00205741265928;0;0;0;0;-7,47914642659029;-4,44954419817059;27,4075448840909;0;0;0;;-1,68256519827992E-11;
0;0;0;13,9430247218495;0;0;0;0;-13,9430247218495;0;0;0;0;0;0;0;0;0;0;0;9,81510932618196;0;0;;5,77315972805081E-15;
0;0;108,069703875826;0;0;0;0;0;0;0;-108,069703875826;0;0;0;0;0;-10,4720541525712;0;0;0;0;113,680547701057;0;;-5,89750470680883E-13;
0;0;0;0;0;31,5092017632429;0;0;0;0;0;0;0;-31,5092017632429;0;0;0;0;-2,46720171680415;0;0;0;25,1035830870951;;-2,30926389122033E-14;

