itteration ;Nebalans.Real ;Nebalans.Imaginary ;MaxEPS;
1 ;-192,681395384093 ;138,386911035466 ;0,0843702332579699;
2 ;-335,940699394715 ;6866,96073773027 ;0,0427316924385703;
3 ;-115,348597146991 ;56,1753813604502 ;0,044987141902874;
4 ;-115,463910813578 ;33,9544571320079 ;0,0454862756794085;
5 ;-115,274283963631 ;36,9811667778051 ;0,020295847232528;
6 ;-151,839104517548 ;3490,89217138564 ;0,020940940517636;
7 ;-81,0289571153982 ;31,9771509106709 ;0,0203229082817498;
8 ;-81,2330375873579 ;10,113697802522 ;0,020543126517124;
9 ;-81,3869358346547 ;23,7640993416924 ;0,0170476492466628;
10 ;-101,874803031955 ;2627,3186602112 ;0,0175925674035818;
11 ;-57,2981484349438 ;22,4894846294749 ;0,0156727109744369;
12 ;-57,4972500981579 ;5,0385616860753 ;0,0161624702882284;
13 ;-57,6837243264217 ;17,5215077233531 ;0,0133658951539012;
14 ;-68,222193726209 ;1904,24872068145 ;0,0137862254363784;
15 ;-41,6531081261004 ;16,6754426430787 ;0,0120224320692241;
16 ;-41,829300973898 ;3,30657371766424 ;0,0123929122361492;
17 ;-42,0007911305711 ;13,1660336456728 ;0,0101657226671312;
18 ;-48,0016622155738 ;1455,1637220534 ;0,0104807953182124;
19 ;-30,602888916865 ;12,4900869645251 ;0,0090609967029935;
20 ;-38,0151144898587 ;-1422,45885021548 ;0,0093368048266349;
21 ;-35,0414841311811 ;9,19344063250682 ;0,00735102330076651;
22 ;-46,2339169973448 ;1965,43959726228 ;0,00757801541464243;
23 ;-18,169992471358 ;10,3023118451742 ;0,0099862120827559;
24 ;-18,2988155485003 ;2,55440441401542 ;0,0100939597282564;
25 ;-18,4431485970359 ;8,08081332444924 ;0,00614392457989567;
26 ;-18,5427915936585 ;169,544127763936 ;0,00632915675919485;
27 ;-17,6792328369666 ;6,58764546403744 ;0,00512946669661887;
28 ;-18,0799058092299 ;419,689963800727 ;0,00528517216501295;
29 ;-15,2068838762428 ;5,7064955809373 ;0,00433115000098231;
30 ;-15,26214616192 ;132,434038251239 ;0,00446184676383281;
31 ;-14,6012872435142 ;4,68571466750973 ;0,00360003591016759;
32 ;-15,2513549503584 ;532,171855961921 ;0,00370871866228299;
33 ;-11,2562901695187 ;4,3324140386389 ;0,00315144355672504;
34 ;-11,4983713983905 ;-164,048903287052 ;0,0032453563782712;
35 ;-12,2260401843031 ;3,29179335612065 ;0,00258185690018235;
