6615,6627898983;-3174,10408789243;0;0;0;0;0;0;0;0;0;0;0;0;3,52137810043785;0,797116204017453;0;0;0;0;0;0;0;;-3,02407224808121E-05;
-3170,07302904144;4832,95609611828;0;0;0;0;0;52,2314950729078;0;0;0;-1715,11456214975;0;0;-1,05756722174403;1446,5836209797;0;0;0;0;0;0;0;;-0,0761950683081523;
0;0;2714,66974128098;0;0;0;0;-1476,03293797071;0;0;-1238,63680331027;0;0;0;0;0;5,17812351284572;0;0;0;0;0,97711780650729;0;;-0,000101685498179904;
0;0;0;1435,59300132747;-532,385571007041;-796,296498901361;0;0;-106,910931419072;0;0;0;0;0;0;0;0;-4,58656049318614;-6,88872125218635;0;-0,0247162216791828;0;0;;-3,03978140436811E-08;
0;0;0;-533,528983493078;1764,68038820482;0;-808,063397483322;0;0;-423,088007228419;0;0;0;0;0;0;0;7,54768628351746;0;-2,97562296440526;0;0;0;;-3,55005340679782E-07;
0;0;0;-799,181316105002;0;1548,56604446166;-475,287435350838;0;0;0;0;0;0;-274,097293005814;0;0;0;0;9,4541040706186;-2,54810363962635;0;0;0,373465326225075;;-2,30518253374612E-07;
0;0;0;0;-826,566530613085;-491,101857932238;3120,1460796598;-1077,86243489948;0;0;0;0;-724,615256214993;0;0;0;0;-2,63040168214076;-2,37762617071368;8,27148921513768;0;0;0;;-6,59658585391298E-05;
0;-52,2314950729078;-1510,94736243637;0;0;0;-1120,47103993417;2683,64989744344;0;0;0;0;0;0;0;-1445,63916752795;-4,49598409522688;0;0;-2,17296686992457;0;0;0;;-0,0762858064263128;
0;0;0;-105,998139367055;0;0;0;0;105,998139367055;0;0;0;0;0;0;0;0;0;0;0;-0,00547190572554968;0;0;;1,3917755836701E-12;
0;0;0;0;-420,410752715935;0;0;0;0;420,410752715935;0;0;0;0;0;0;0;-0,439971056029872;0;0;0;0;0;;2,77530887160538E-10;
0;0;-1233,95621787849;0;0;0;0;0;0;0;1233,95621787849;0;0;0;0;0;-0,917141310904518;0;0;0;0;-1,13288531297726;0;;1,01872956292937E-07;
0;-1714,01254279406;0;0;0;0;0;0;0;0;0;1714,01254279406;0;0;0;-0,316911617957055;0;0;0;0;0;0;0;;5,9326197288101E-09;
0;0;0;0;0;0;-721,857085935524;0;0;0;0;0;721,857085935523;0;0;0;0;0;0;-0,556568193353162;0;0;0;;1,2110547231714E-08;
0;0;0;0;0;-272,308185286733;0;0;0;0;0;0;0;272,308185286733;0;0;0;0;-0,285483744278748;0;0;0;-0,429453704447283;;7,46759099001792E-10;
-784,28942448026;-172,93680960594;0;0;0;0;0;0;0;0;0;0;0;0;29,7036397369571;-14,6303716800509;0;0;0;0;0;0;0;;-0,000318420316034462;
235,543820628313;-313840,608818325;0;0;0;0;0;313635,859130265;0;0;0;-30,7941325687497;0;0;-14,2332977239906;22,276507623376;0;0;0;0;0;0;0;;-0,000338738706886943;
0;0;-610,154816831602;0;0;0;0;620,44472517132;0;0;-10,2899083397172;0;0;0;0;0;23,0382404094578;0;0;0;0;-117,619519664545;0;;-0,00027283312556392;
0;0;0;505,685365850423;-834,141234227795;0;338,752640853176;0;0;-10,2967724758041;0;0;0;0;0;0;0;15,9676244323384;0;-7,0980760362216;0;0;0;;-1,43624902193551E-07;
0;0;0;757,284035768438;0;-1043,46144008797;290,082731386481;0;0;0;0;0;0;-3,90532706694798;0;0;0;0;14,0305180211738;-4,17495256645459;0;0;-26,2118468427858;;-7,70123733673245E-08;
0;0;0;0;290,701868772007;262,421611889193;-941,647667179313;393,526239432807;0;0;0;0;-5,00205291469448;0;0;0;0;-7,47914694085128;-4,44954446205764;27,4075487540509;0;0;0;;-0,000200430662516737;
0;0;0;13,9430247218516;0;0;0;0;-13,9430247218516;0;0;0;0;0;0;0;0;0;0;0;9,81510932618304;0;0;;-5,60751445277674E-12;
0;0;108,069723268545;0;0;0;0;0;0;0;-108,069723268545;0;0;0;0;0;-10,4720562710394;0;0;0;0;113,680571225075;0;;-1,29317776043081E-07;
0;0;0;0;0;31,5092024408967;0;0;0;0;0;0;0;-31,5092024408967;0;0;0;0;-2,46720177951909;0;0;0;25,1035837396202;;-1,16724585552674E-09;

