6615,56665129548;-3174,0734572809;0;0;0;0;0;0;0;0;0;0;0;0;3,5213522935499;0,79780618674681;0;0;0;0;0;0;0;0;;-4,34170033258852E-10;
-3170,03944940551;4832,95867924147;0;0;0;0;0;52,1957308434515;0;0;0;-1715,11496067942;0;0;-1,05824438173429;1446,58360566525;0;0;0;0;0;0;0;0;;-8,73114913702011E-10;
0;0;2714,66896666683;0;0;0;0;-1476,03265105013;0;0;-1238,6363156167;0;0;0;0;0;5,17812165090295;0;0;0;0;0,977119823794105;0;0;;-2,27373675443232E-13;
0;0;0;1435,76797502291;-532,46915186153;-796,387891742319;0;0;-106,910931419066;0;0;0;0;0;0;0;0;-4,58617093611847;-6,88831951415721;0;-0,0247162216793175;0;0;0;;-9,01854400581215E-06;
0;0;0;-533,530768710604;1764,96274621637;0;-808,310028351429;0;0;-423,121949154337;0;0;0;0;0;0;0;7,54829019621864;0;-2,97543802537988;0;0;0;0;;-1,19046862891992E-05;
0;0;0;-799,188378828898;0;1548,7568507093;-475,436474214566;0;0;0;0;0;0;-274,131997665835;0;0;0;0;9,45468657900034;-2,54790668101965;0;0;0;0,373273422047844;;-1,01453031220444E-05;
0;0;0;0;-826,780829248841;-491,208190369352;3121,39578261084;-1078,0620885125;0;0;0;0;-725,344674480146;0;0;0;0;-2,63137405960562;-2,37847944794741;8,27314452127094;0;0;0,474756636877764;0;;1,93234760672567E-05;
0;-52,1957308434515;-1510,94707278268;0;0;0;-1120,70552151201;2683,84832513814;0;0;0;0;0;0;0;-1445,6391675554;-4,49598405060439;0;0;-2,17256310471488;0;0;0;0;;-9,40391328185797E-06;
0;0;0;-105,99813936705;0;0;0;0;105,99813936705;0;0;0;0;0;0;0;0;0;0;0;-0,00547190572548661;0;0;0;;-2,66453525910038E-15;
0;0;0;0;-420,444835115945;0;0;0;0;420,444835115945;0;0;0;0;0;0;0;-0,439935858712378;0;0;0;0;0;0;;-3,13509396221434E-07;
0;0;-1233,95573019337;0;0;0;0;0;0;0;1233,95573019337;0;0;0;0;0;-0,917141323264993;0;0;0;0;-1,13288736245908;0;0;;7,105427357601E-15;
0;-1714,01294142155;0;0;0;0;0;0;0;0;0;1714,01294142155;0;0;0;-0,316911544344117;0;0;0;0;0;0;0;0;;-1,4210854715202E-14;
0;0;0;0;0;0;-722,585187920419;0;0;0;0;0;722,585187920419;0;0;0;0;0;0;-0,556858265716769;0;0;-0,627405189498063;0;;-2,63782422109671E-05;
0;0;0;0;0;-272,342889968388;0;0;0;0;0;0;0;272,342889968388;0;0;0;0;-0,285482040252671;0;0;0;0;-0,429258167262287;;-2,145576090129E-07;
-784,278019703116;-173,086543669044;0;0;0;0;0;0;0;0;0;0;0;0;29,7034217655267;-14,6302270975467;0;0;0;0;0;0;0;0;;-3,95857568946667E-09;
235,692921037659;-313840,830758513;0;0;0;0;0;313635,931961213;0;0;0;-30,794123738199;0;0;-14,233250716399;22,2765112345557;0;0;0;0;0;0;0;0;;-2,08001438295469E-09;
0;0;-610,154683090658;0;0;0;0;620,444610609452;0;0;-10,2899275187942;0;0;0;0;0;23,0382336494224;0;0;0;0;-117,619496954649;0;0;;4,54747350886464E-13;
0;0;0;505,768965179761;-834,274689133259;0;338,799405206967;0;0;-10,2936812534687;0;0;0;0;0;0;0;15,9689018191772;0;-7,09882118353632;0;0;0;0;;8,44759370011161E-07;
0;0;0;757,375189484698;0;-1043,58999868073;290,118382802514;0;0;0;0;0;0;-3,90357360648547;0;0;0;0;14,0313823504206;-4,17542576016738;0;0;0;-26,213464680551;;1,97080112229742E-06;
0;0;0;0;290,832596674928;262,531961421063;-942,024849477963;393,649254344056;0;0;0;0;-4,98896296208374;0;0;0;0;-7,480487579239;-4,45023371300347;27,4130343882137;0;0;-69,0248055258283;0;;-7,02489342074841E-06;
0;0;0;13,9430247218495;0;0;0;0;-13,9430247218495;0;0;0;0;0;0;0;0;0;0;0;9,81510932618196;0;0;0;;5,77315972805081E-15;
0;0;108,069703875829;0;0;0;0;0;0;0;-108,069703875829;0;0;0;0;0;-10,4720541525708;0;0;0;0;113,680547701052;0;0;;-1,35003119794419E-13;
0;0;0;0;0;0;63,4068824825676;0;0;0;0;0;-63,4068824825676;0;0;0;0;0;0;-6,34595991513407;0;0;65,2413021144537;0;;-0,000338843938379796;
0;0;0;0;0;31,5109554731279;0;0;0;0;0;0;0;-31,5109554731279;0;0;0;0;-2,46736421378233;0;0;0;0;25,1052734910322;;-1,38799922666522E-08;

