6615,93600257102;-3174,18833824945;0;0;0;0;0;0;0;0;0;0;0;0;3,52145059696561;0,795103617977277;0;0;0;0;0;0;0;0;0;0;;-7,27753217688587E-07;
-3170,16588552551;4832,94068961745;0;0;0;0;0;52,3369628688156;0;0;0;-1715,11176696076;0;0;-1,05559158250952;1446,58091392446;0;0;0;0;0;0;0;0;0;0;;-1,40804331749678E-06;
0;0;2714,66896666688;0;0;0;0;-1476,03265105015;0;0;-1238,63631561673;0;0;0;0;0;5,17812165090303;0;0;0;0;0;0;0,97711982379381;0;0;;-2,50111042987555E-12;
0;0;0;1524,80115705274;-564,933039566393;-845,257870135979;0;0;-114,610247350371;0;0;0;0;0;0;0;0;11,919502202126;-4,76632866139222;-7,15324090864641;0;-0,0714399416599557;0;0;0;0;;0;
0;0;0;-570,858863160906;1872,40807210339;0;-845,591175880805;0;0;-455,958033061683;0;0;0;0;0;0;0;-4,71353829927425;7,7746538694265;0;-3,08923248581622;0;0,825584344049286;0;0;0;;-5,6843418860808E-13;
0;0;0;-854,212033554585;0;1641,93534590512;-496,648381654624;0;0;0;0;0;0;-291,07493069591;0;0;0;-7,06164227089141;0;9,73494581323383;-2,64108839803766;0;0;0;0;0,282610931686823;;0;
0;0;0;0;-867,158768483676;-515,545032811456;3229,07849745639;-1095,2137826626;0;0;0;0;-751,160913498661;0;0;0;0;0;-2,65078329870479;-2,40052590848462;8,41463923681354;0;0;0;0,368937089575528;0;;-3,41060513164848E-13;
0;-52,3369628688156;-1510,9470727827;0;0;0;-1140,67177369123;2703,95580934275;0;0;0;0;0;0;0;-1445,63916744684;-4,49598405060438;0;0;0;-2,1410703051935;0;0;0;0;0;;-2,15368345379829E-09;
0;0;0;-113,697455298355;0;0;0;0;113,697455298355;0;0;0;0;0;0;0;0;-0,127044658820152;0;0;0;0,0423098602367993;0;0;0;0;;-3,02868841117743E-13;
0;0;0;0;-453,256720926025;0;0;0;0;453,256720926025;0;0;0;0;0;0;0;0;-0,442567367712254;0;0;0;-0,875643190515769;0;0;0;;-1,27897692436818E-12;
0;0;-1233,9557301934;0;0;0;0;0;0;0;1233,9557301934;0;0;0;0;0;-0,917141323264977;0;0;0;0;0;0;-1,13288736245878;0;0;;-1,83320025826106E-12;
0;-1714,00974692003;0;0;0;0;0;0;0;0;0;1714,00974692003;0;0;0;-0,316912134042041;0;0;0;0;0;0;0;0;0;0;;-4,12114786740858E-12;
0;0;0;0;0;0;-748,401425915228;0;0;0;0;0;748,401425915228;0;0;0;0;0;0;0;-0,556488273429081;0;0;0;-0,518864385062386;0;;-1,23634436022257E-12;
0;0;0;0;0;-289,28582297691;0;0;0;0;0;0;0;289,28582297691;0;0;0;0;0;-0,284794678091899;0;0;0;0;0;-0,336902359709188;;-7,85149723014911E-13;
-784,321806541918;-172,499891952911;0;0;0;0;0;0;0;0;0;0;0;0;29,7042509813937;-14,6307838417218;0;0;0;0;0;0;0;0;0;0;;-6,98518533681636E-06;
235,108650740164;-313839,662792233;0;0;0;0;0;313635,34833595;0;0;0;-30,7941944564994;0;0;-14,2334210731273;22,2764698002057;0;0;0;0;0;0;0;0;0;0;;-3,67458324035397E-06;
0;0;-610,154683090669;0;0;0;0;620,444610609461;0;0;-10,2899275187912;0;0;0;0;0;23,0382336494228;0;0;0;0;0;0;-117,61949695465;0;0;;-1,68256519827992E-11;
0;0;0;-1356,3326912978;542,596463164496;812,965354104037;0;0;0,77087402926736;0;0;0;0;0;0;0;0;13,5757700979089;-4,96253978978925;-7,43738111899693;0;-10,621384394186;0;0;0;0;;0;
0;0;0;536,358480293714;-885,062695329694;0;357,772705125841;0;0;-9,06849008986143;0;0;0;0;0;0;0;-5,01672894873518;16,447789224131;0;-7,30136115143749;0;-41,5098665719537;0;0;0;;-2,27373675443232E-13;
0;0;0;803,551700720529;0;-1106,37594501719;305,871877555616;0;0;0;0;0;0;-3,04763325896018;0;0;0;-7,50684716247165;0;14,4473058124663;-4,2883716187792;0;0;0;0;-26,9917507668607;;-4,54747350886464E-13;
0;0;0;0;301,763840614511;272,819610041122;-974,523042935501;403,886990582515;0;0;0;0;-3,94739830264647;0;0;0;0;0;-7,61738045267777;-4,53625458986586;27,8818759806852;0;0;0;-70,2060192515392;0;;-1,22781784739345E-11;
0;0;0;14,456545339772;0;0;0;0;-14,456545339772;0;0;0;0;0;0;0;0;-0,999177471353385;0;0;0;10,1846313366579;0;0;0;0;;-8,43769498715119E-15;
0;0;0;0;50,3816470689093;0;0;0;0;-50,3816470689093;0;0;0;0;0;0;0;0;-3,98154180238993;0;0;0;40,4081777855457;0;0;0;;-1,06581410364015E-14;
0;0;108,069703875828;0;0;0;0;0;0;0;-108,069703875828;0;0;0;0;0;-10,4720541525709;0;0;0;0;0;0;113,680547701053;0;0;;-5,89750470680883E-13;
0;0;0;0;0;0;64,4484725153106;0;0;0;0;0;-64,4484725153106;0;0;0;0;0;0;0;-6,4621642854373;0;0;0;66,4899641419721;0;;-3,41060513164848E-13;
0;0;0;0;0;32,3668962472756;0;0;0;0;0;0;0;-32,3668962472756;0;0;0;0;0;-2,54541128076788;0;0;0;0;0;25,9170779792947;;3,37507799486048E-14;

